indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_-8db,N,New_N_001.wav,12-10-8-6,DeepONMF_H4,4,0.48205166299166163,6x212,0.019400499993935227,12,0.37683196815358866,0.3014967948301934,0.008629999938420951,10,0.297210067614072,0.21180909136864584,0.003852599998936057,8,0.29634089106696065,0.19173677071151676,0.00297070003580302,6,0.3415331163391218,0.15779047205163274,0.0030196000589057803
1,SNR_-8db,N,New_N_002.wav,12-10-8-6,DeepONMF_H4,4,0.4778810056509059,6x212,0.017868399969302118,12,0.3780893290329217,0.3125589881158239,0.007828300003893673,10,0.29780492253791213,0.2330670158599527,0.0033158999867737293,8,0.28206746233248237,0.20355584081636205,0.002761899959295988,6,0.3446800782726021,0.17969739872641757,0.0029815000016242266
2,SNR_-8db,N,New_N_003.wav,12-10-8-6,DeepONMF_H4,4,0.4845640230176454,6x212,0.015984099940396845,12,0.3789954762652207,0.31598469304084653,0.006681300001218915,10,0.29816687916276735,0.22801660250257327,0.003080699942074716,8,0.25489207120218305,0.22603564615950086,0.002626199973747134,6,0.31807506589856116,0.19921229913840766,0.0027452000649645925
3,SNR_-8db,N,New_N_004.wav,12-10-8-6,DeepONMF_H4,4,0.4809522008679709,6x212,0.015935500035993755,12,0.37618939547057184,0.3220575394933884,0.006695599993690848,10,0.3286790780157221,0.23427052201701548,0.003405100083909929,8,0.3200526041723117,0.20417983082935992,0.0024944000178948045,6,0.3665140000125935,0.18651837105056218,0.002687899977900088
4,SNR_-8db,N,New_N_005.wav,12-10-8-6,DeepONMF_H4,4,0.48109763496601937,6x212,0.01642060000449419,12,0.37775462325975023,0.307039260072606,0.006713000009767711,10,0.2534735195071193,0.26246430180785635,0.003923599957488477,8,0.37174104990906254,0.2282822421033175,0.0024398000678047538,6,0.35510845174314154,0.1982932225883861,0.0025680999970063567
5,SNR_-8db,N,New_N_006.wav,12-10-8-6,DeepONMF_H4,4,0.49168374502923995,6x212,0.015085399965755641,12,0.3774135719313557,0.32658391280076554,0.006622500019147992,10,0.3211156675547374,0.25831797016588387,0.003018899937160313,8,0.38129265163816606,0.19556837116524936,0.0024682999355718493,6,0.4025871826754787,0.1735957934278373,0.0024329000152647495
6,SNR_-8db,N,New_N_007.wav,12-10-8-6,DeepONMF_H4,4,0.47567587353260443,6x212,0.01578810007777065,12,0.3791323211366675,0.3371379436944677,0.006853999919258058,10,0.30526643782633595,0.2551805560865014,0.003067399957217276,8,0.3737491099576426,0.18710047911055044,0.002481200033798814,6,0.3094645222826103,0.20452543367065032,0.002609599963761866
7,SNR_-8db,N,New_N_008.wav,12-10-8-6,DeepONMF_H4,4,0.47929862297505466,6x212,0.016160300001502037,12,0.37714099893382724,0.3238139897113191,0.007397499983198941,10,0.3118214648970099,0.25320571678352377,0.003034300054423511,8,0.3616926066619357,0.20207324321162165,0.0024472998920828104,6,0.35221913158443546,0.18916411587003598,0.00245520006865263
8,SNR_-8db,N,New_N_009.wav,12-10-8-6,DeepONMF_H4,4,0.4770496606180554,6x212,0.015845100046135485,12,0.3770925824094515,0.3232794645746457,0.007059199968352914,10,0.3246436139656064,0.244176684582478,0.003029000014066696,8,0.3000686992163561,0.21519705044411028,0.0024482998996973038,6,0.35665628858800674,0.1826076737815628,0.0023740000324323773
9,SNR_-8db,N,New_N_010.wav,12-10-8-6,DeepONMF_H4,4,0.48280904678614756,6x212,0.01722779998090118,12,0.38067011594888783,0.30019127384713973,0.00820359995122999,10,0.24888528426859027,0.2603418374742487,0.0032125000143423676,8,0.2811900821052465,0.23749467053329168,0.0025454999413341284,6,0.3989978119533665,0.22724390364570132,0.0023886000271886587
