,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,0,3,0,4
real_AS,0,35,5,0,0
real_MR,2,1,35,0,2
real_MS,0,0,4,31,5
real_MVP,2,2,3,1,32
