,N,AS,MR,MS,MVP
N,91.0,0.0,2.5,2.0,4.5
AS,0.0,95.5,3.5000000000000004,0.5,0.5
MR,2.0,6.0,90.0,1.0,1.0
MS,0.0,0.5,7.5,85.5,6.5
MVP,3.0,6.5,17.0,3.0,70.5
