distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
7-4,2,KNN,DeepONMF_H2,1,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
7-4,2,KNN,DeepONMF_H2,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
7-4,2,KNN,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
7-4,2,KNN,DeepONMF_H2,4,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
7-4,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
7-4,2,KNN,DeepONMF_W,1,146,33,7,14,0.895,0.9125,0.825,0.954248366013072,0.8687499999999999
7-4,2,KNN,DeepONMF_W,2,144,33,7,16,0.885,0.9,0.825,0.9536423841059603,0.8625
7-4,2,KNN,DeepONMF_W,3,143,33,7,17,0.88,0.89375,0.825,0.9533333333333334,0.859375
7-4,2,KNN,DeepONMF_W,4,152,29,11,8,0.905,0.95,0.725,0.9325153374233128,0.8374999999999999
7-4,2,KNN,DeepONMF_W,5,148,32,8,12,0.9,0.925,0.8,0.9487179487179487,0.8625
7-4,2,SVM,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
7-4,2,SVM,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
7-4,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
7-4,2,SVM,DeepONMF_H2,4,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
7-4,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
7-4,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
7-4,2,SVM,DeepONMF_W,2,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
7-4,2,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
7-4,2,SVM,DeepONMF_W,4,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
7-4,2,SVM,DeepONMF_W,5,149,35,5,11,0.92,0.93125,0.875,0.9675324675324676,0.903125
7-4,2,UjaNet,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
7-4,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
7-4,2,UjaNet,DeepONMF_H2,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
7-4,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
7-4,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
7-4,2,UjaNet,DeepONMF_W,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
7-4,2,UjaNet,DeepONMF_W,2,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
7-4,2,UjaNet,DeepONMF_W,3,153,34,6,7,0.935,0.95625,0.85,0.9622641509433962,0.903125
7-4,2,UjaNet,DeepONMF_W,4,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
7-4,2,UjaNet,DeepONMF_W,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
