distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
5-4,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8912503848905379,0.928125,200
5-4,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.8649999999999999,0.9662499999999999,0.8708297811878374,0.915625,200
5-4,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,161,761,39,39,0.922,0.8049999999999999,0.9512499999999999,0.8252982643000791,0.878125,200
5-4,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662499999999999,0.8758758150062498,0.915625,200
5-4,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.82,0.9550000000000001,0.8378008294387606,0.8875,200
5-4,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.62,0.905,0.6369805194805195,0.7625,200
5-4,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,111,711,89,89,0.8219999999999998,0.5549999999999999,0.8887500000000002,0.5840818601688167,0.721875,200
5-4,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,113,713,87,87,0.8260000000000002,0.565,0.89125,0.5812513541209194,0.728125,200
5-4,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,129,729,71,71,0.858,0.645,0.9112500000000001,0.6666524408505541,0.778125,200
5-4,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,130,730,70,70,0.8600000000000001,0.65,0.9125,0.6793854515050167,0.78125,200
5-4,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,181,781,19,19,0.9620000000000001,0.905,0.97625,0.9132783173758783,0.940625,200
5-4,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.890252132300674,0.93125,200
5-4,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8794947599825649,0.925,200
5-4,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9001305151305152,0.9375,200
5-4,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9100000000000001,0.9774999999999998,0.9143177856566543,0.94375,200
5-4,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,148,748,52,52,0.8959999999999999,0.74,0.9350000000000002,0.7514912942279046,0.8375,200
5-4,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.695,0.9237500000000001,0.697696621886005,0.809375,200
5-4,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,131,731,69,69,0.8620000000000001,0.6549999999999999,0.91375,0.6617967158902024,0.784375,200
5-4,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.724520950080437,0.828125,200
5-4,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.7350000000000001,0.9337500000000001,0.7426065474545719,0.834375,200
5-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.9799999999999999,0.95,0.9875,0.9498530331457161,0.96875,200
5-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9157740977060616,0.946875,200
5-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9077012083204034,0.940625,200
5-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9260908681961315,0.953125,200
5-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9610340038105211,0.975,200
5-4,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.9562500000000002,0.8408026208026209,0.890625,200
5-4,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.865,0.9662499999999999,0.8698487541965803,0.915625,200
5-4,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.9512499999999999,0.8089384296783333,0.878125,200
5-4,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8150000000000001,0.9537500000000001,0.8161889660726871,0.884375,200
5-4,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,165,765,35,35,0.9299999999999999,0.825,0.95625,0.832322510650684,0.890625,200
