,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,3,2
real_AS,0,32,2,4,2
real_MR,0,17,18,3,2
real_MS,8,16,1,11,4
real_MVP,16,4,3,1,16
