,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,30,3,5,2
real_MR,2,2,32,2,2
real_MS,4,2,0,33,1
real_MVP,1,1,1,2,35
