indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,N,New_N_001.wav,15-10-5-2,4,0.4147843986095845,126x2,2x212,15,0.15773422963935968,0.527791376507431,0.002114700007950887,10,0.475781480385765,0.4672825807506007,0.0006417999975383282,5,0.5542241917159016,0.41197928105751247,0.0007258999976329505,2,0.48935589637121074,0.3126720017658151,0.0008274999854620546
1,N,New_N_002.wav,15-10-5-2,4,0.32472078114225533,126x2,2x212,15,0.14841268367046806,0.5601456888824845,0.0018368000164628029,10,0.4908267267255355,0.48431886480861,0.0006192000000737607,5,0.5897518689153347,0.4665810158702892,0.000450999999884516,2,0.5749505368891739,0.3760191278253268,0.0003637999761849642
2,AS,New_AS_001.wav,15-10-5-2,4,0.4324312810522926,126x2,2x212,15,0.3165720130728275,0.498534167649398,0.0017561000131536275,10,0.597638491326732,0.47173928659995396,0.0005773000011686236,5,0.6059491270330608,0.4228275314455868,0.0004427999956533313,2,0.6348296067136546,0.4029301676589139,0.0003840999852400273
3,AS,New_AS_002.wav,15-10-5-2,4,0.4475356077672106,126x2,2x212,15,0.2955638249204135,0.49938039086457703,0.0017007999995257705,10,0.5549618946620795,0.37789659906189793,0.0008376000041607767,5,0.6908736544972359,0.4345703807794665,0.0007094000175129622,2,0.6398288298221905,0.37515502835168335,0.0005103999865241349
4,MR,New_MR_001.wav,15-10-5-2,4,0.3797116533378105,126x2,2x212,15,0.24226361115242562,0.5249203956684708,0.0018391000048723072,10,0.5383277636452877,0.43674389431890404,0.0009797000093385577,5,0.6308596899564105,0.44965819071667595,0.00045220000902190804,2,0.639486874972763,0.2902032243594027,0.00042699999175965786
5,MR,New_MR_002.wav,15-10-5-2,4,0.513187521998856,126x2,2x212,15,0.27305563271103117,0.5243154014589777,0.0017294000135734677,10,0.539848131147722,0.40819513565093085,0.00060889997985214,5,0.6308659750467727,0.42272111940989465,0.0005150999932084233,2,0.6338646252701904,0.6013944102059687,0.0003805000160355121
6,MS,New_MS_001.wav,15-10-5-2,4,0.4305803734302328,126x2,2x212,15,0.2070911895211249,0.5259903632283325,0.0019153999746777117,10,0.5240858734643623,0.40618062427291096,0.0009799000108614564,5,0.6254312494307255,0.4299715163799994,0.0005991999933030456,2,0.6230776672368009,0.4246043260142362,0.00045870000030845404
7,MS,New_MS_002.wav,15-10-5-2,4,0.4352215990224721,126x2,2x212,15,0.21526311758271904,0.5359799396145237,0.0018148999952245504,10,0.5341205473082661,0.5016424312430354,0.0005941000126767904,5,0.5563409535507926,0.39669664884863115,0.0004574000195134431,2,0.4573589137140841,0.2622848179165973,0.0004002999921794981
8,MVP,New_MVP_001.wav,15-10-5-2,4,0.7255702478276828,126x2,2x212,15,0.3355563400637327,0.4138035943472276,0.0019067999965045601,10,0.4763473144078235,0.31331380826494853,0.0010218000097665936,5,0.5659497533758512,0.41217781164844114,0.0005011000030208379,2,0.6624626222681113,0.4463290275652503,0.00036739997449330986
9,MVP,New_MVP_002.wav,15-10-5-2,4,0.6554808492186457,126x2,2x212,15,0.46788544461903886,0.4742390126384969,0.0029455999901983887,10,0.575209411300318,0.4290810874810961,0.001434800011338666,5,0.627820658405791,0.37361725312697863,0.0008522999996785074,2,0.6666617878369654,0.4194784120146625,0.000745400000596419
