,N,AS,MR,MS,MVP
N,92.5,0.0,0.5,2.0,5.0
AS,0.0,95.0,3.5000000000000004,0.5,1.0
MR,2.5,5.0,91.5,0.5,0.5
MS,0.0,0.0,5.0,90.0,5.0
MVP,3.0,5.0,8.5,4.0,79.5
