distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-9,2,KNN,DeepONMF_H2,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
16-9,2,KNN,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-9,2,KNN,DeepONMF_H2,3,154,30,10,6,0.92,0.9625,0.75,0.9390243902439024,0.85625
16-9,2,KNN,DeepONMF_H2,4,155,33,7,5,0.94,0.96875,0.825,0.9567901234567902,0.896875
16-9,2,KNN,DeepONMF_H2,5,159,32,8,1,0.955,0.99375,0.8,0.9520958083832335,0.8968750000000001
16-9,2,KNN,DeepONMF_W,1,141,36,4,19,0.885,0.88125,0.9,0.9724137931034482,0.890625
16-9,2,KNN,DeepONMF_W,2,135,33,7,25,0.84,0.84375,0.825,0.9507042253521126,0.834375
16-9,2,KNN,DeepONMF_W,3,141,35,5,19,0.88,0.88125,0.875,0.9657534246575342,0.878125
16-9,2,KNN,DeepONMF_W,4,140,34,6,20,0.87,0.875,0.85,0.958904109589041,0.8625
16-9,2,KNN,DeepONMF_W,5,140,33,7,20,0.865,0.875,0.825,0.9523809523809523,0.85
16-9,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
16-9,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-9,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
16-9,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
16-9,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-9,2,SVM,DeepONMF_W,1,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
16-9,2,SVM,DeepONMF_W,2,138,36,4,22,0.87,0.8625,0.9,0.971830985915493,0.8812500000000001
16-9,2,SVM,DeepONMF_W,3,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
16-9,2,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
16-9,2,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
16-9,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-9,2,UjaNet,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-9,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
16-9,2,UjaNet,DeepONMF_H2,4,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
16-9,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-9,2,UjaNet,DeepONMF_W,1,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
16-9,2,UjaNet,DeepONMF_W,2,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
16-9,2,UjaNet,DeepONMF_W,3,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
16-9,2,UjaNet,DeepONMF_W,4,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
16-9,2,UjaNet,DeepONMF_W,5,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
