indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,10-15-22-32,4,0.2499723068551685,32x212,0.041361200012033805,10,0.06681057339576545,0.39288817325520325,15,0.08097641322943816,0.17014348580400615,22,0.07894568384053845,0.09030457212078044,32,0.06397676822378912,0.07262004606806328
1,10-15-22-32,4,0.24231448701037514,32x212,0.04787330000544898,10,0.0611573449139471,0.37122554942374464,15,0.08626180486866633,0.16344864151045072,22,0.07244578580994654,0.11278386068606405,32,0.06179514703849462,0.06821518102512471
2,10-15-22-32,4,0.24899435306298148,32x212,0.06877729998086579,10,0.06460343198708117,0.362462569480511,15,0.07650675322261777,0.15182793337446365,22,0.08860419291007382,0.10566163536851514,32,0.057603225161905414,0.07803031636369918
3,10-15-22-32,4,0.2384864069566779,32x212,0.053507200005697086,10,0.06688616458150423,0.34485389385620413,15,0.09821099339038217,0.14153010783048472,22,0.07068702168733963,0.08658999921653363,32,0.060609340209122065,0.06402163952597896
4,10-15-22-32,4,0.24010290609255602,32x212,0.06914340000366792,10,0.0668161530816433,0.34331446094955054,15,0.0953971017469866,0.16465763565650945,22,0.05999086817244965,0.09844703409380758,32,0.07224765881401705,0.07782873118949188
5,10-15-22-32,4,0.2488179285968951,32x212,0.06083589998888783,10,0.0701909872570839,0.33957578192444426,15,0.069509661729995,0.16078425133252824,22,0.060491876767016395,0.07786923986784666,32,0.0866847754203153,0.057201047821954586
6,10-15-22-32,4,0.24118053403991838,32x212,0.07595930001116358,10,0.061820903714820054,0.36675212351729486,15,0.11194945175023617,0.17814189949025555,22,0.0646155075944818,0.1266017826894352,32,0.06889361760921638,0.07289681103619214
7,10-15-22-32,4,0.22499001904650429,32x212,0.057276800012914464,10,0.056697103869812256,0.3449041447522355,15,0.0718526173845335,0.15466061451059984,22,0.06153640227945408,0.08908379732196652,32,0.05276999117383595,0.07910966179019462
8,10-15-22-32,4,0.24734964839545945,32x212,0.049580999999307096,10,0.05823981278414612,0.3471525089247904,15,0.06589013416009062,0.17161092280991297,22,0.0738699037829579,0.08817648893640428,32,0.06358790153782043,0.055429712792114554
9,10-15-22-32,4,0.2527981763633744,32x212,0.06311049999203533,10,0.059099553109907624,0.3312704777190992,15,0.07510392221764757,0.17414989354329247,22,0.07853901181403773,0.10065701855412756,32,0.07324047944279066,0.06480732223667672
10,10-15-22-32,4,0.2573769401043872,32x212,0.04268350001075305,10,0.0731384015076111,0.3749696165567532,15,0.09390819539269471,0.1832193862195874,22,0.08593975654720633,0.09048882431604993,32,0.05721562451920593,0.07007525436114172
11,10-15-22-32,4,0.2418817019587864,32x212,0.048982700012857094,10,0.07084415269786198,0.30948497929416036,15,0.10098120998505464,0.1186511474448833,22,0.10066440146571246,0.0756107057477514,32,0.054771273948391125,0.052286426064317076
12,10-15-22-32,4,0.2422320707345277,32x212,0.05425829999148846,10,0.06471269319890245,0.3564886132145549,15,0.08611490997512415,0.1432477762055615,22,0.08498706583737516,0.08324188364994443,32,0.060996247118457435,0.05059271533487545
13,10-15-22-32,4,0.23395124123018657,32x212,0.04612420001649298,10,0.06449428368503053,0.3768601675551026,15,0.08074440774848055,0.15265314563874474,22,0.059414186278982206,0.11080275730412456,32,0.06862093796322376,0.08465475705511408
14,10-15-22-32,4,0.2354065943692272,32x212,0.04673539998475462,10,0.06705701668606634,0.3231880137071746,15,0.11815183841034883,0.15085107444906587,22,0.06809169141057854,0.09972167774066307,32,0.04904456424582576,0.06487593832537054
15,10-15-22-32,4,0.23492638331539747,32x212,0.04900229998747818,10,0.06709054289567554,0.3342207530617016,15,0.0939324716884313,0.12443573952401751,22,0.055838881945666545,0.09302118458332359,32,0.05887220454740716,0.059284845653563165
