indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_8db,NMF,7,1,0.0,True,0.16835653883589033,7x212,126x7,0.028873699950054288
1,SNR_8db,NMF,7,1,0.0,True,0.1688426898205231,7x212,126x7,0.026852000039070845
2,SNR_8db,NMF,7,1,0.0,True,0.1669012695686216,7x212,126x7,0.0264657000079751
3,SNR_8db,NMF,7,1,0.0,True,0.1677673674262907,7x212,126x7,0.02531920000910759
4,SNR_8db,NMF,7,1,0.0,True,0.16716575448266807,7x212,126x7,0.05183740006759763
5,SNR_8db,NMF,7,1,0.0,True,0.1704188077829047,7x212,126x7,0.02419210015796125
6,SNR_8db,NMF,7,1,0.0,True,0.16923071560026023,7x212,126x7,0.02849290007725358
7,SNR_8db,NMF,7,1,0.0,True,0.16664698455584895,7x212,126x7,0.0274509999435395
8,SNR_8db,NMF,7,1,0.0,True,0.1718327449347421,7x212,126x7,0.025252799969166517
9,SNR_8db,NMF,7,1,0.0,True,0.17492028138960108,7x212,126x7,0.05117559991776943
10,SNR_8db,NMF,7,1,0.0,True,0.16805735018735513,7x212,126x7,0.028339500073343515
11,SNR_8db,NMF,7,1,0.0,True,0.17238682026966634,7x212,126x7,0.030018699821084738
12,SNR_8db,NMF,7,1,0.0,True,0.1679656795487427,7x212,126x7,0.025546299992129207
13,SNR_8db,NMF,7,1,0.0,True,0.1709097147259775,7x212,126x7,0.026179400039836764
14,SNR_8db,NMF,7,1,0.0,True,0.17250016852294375,7x212,126x7,0.026275600073859096
15,SNR_8db,NMF,7,1,0.0,True,0.16863075009221465,7x212,126x7,0.024550899863243103
16,SNR_8db,NMF,7,1,0.0,True,0.174847495888807,7x212,126x7,0.032683599973097444
17,SNR_8db,NMF,7,1,0.0,True,0.1700049391902921,7x212,126x7,0.028897299896925688
18,SNR_8db,NMF,7,1,0.0,True,0.16904449583043696,7x212,126x7,0.028044800041243434
19,SNR_8db,NMF,7,1,0.0,True,0.1679728279160103,7x212,126x7,0.03690679999999702
20,SNR_8db,NMF,7,1,0.0,True,0.168144995477182,7x212,126x7,0.02867080015130341
21,SNR_8db,NMF,7,1,0.0,True,0.16793693298632892,7x212,126x7,0.02746609994210303
22,SNR_8db,NMF,7,1,0.0,True,0.16793808575177668,7x212,126x7,0.026303599821403623
23,SNR_8db,NMF,7,1,0.0,True,0.16721967695682904,7x212,126x7,0.02397110010497272
24,SNR_8db,NMF,7,1,0.0,True,0.17576967706274577,7x212,126x7,0.02868560003116727
25,SNR_8db,NMF,7,1,0.0,True,0.16967306161643025,7x212,126x7,0.029495200142264366
26,SNR_8db,NMF,7,1,0.0,True,0.16878830986127755,7x212,126x7,0.027258899994194508
27,SNR_8db,NMF,7,1,0.0,True,0.1682824064648571,7x212,126x7,0.030276899924501777
28,SNR_8db,NMF,7,1,0.0,True,0.17653953222304114,7x212,126x7,0.0300547000952065
29,SNR_8db,NMF,7,1,0.0,True,0.16820707951972913,7x212,126x7,0.03278050012886524
30,SNR_8db,NMF,7,1,0.0,True,0.17148321681871978,7x212,126x7,0.027930899988859892
31,SNR_8db,NMF,7,1,0.0,True,0.1705871620890615,7x212,126x7,0.026932000182569027
32,SNR_8db,NMF,7,1,0.0,True,0.16602478746314517,7x212,126x7,0.029515399830415845
33,SNR_8db,NMF,7,1,0.0,True,0.16889030973235458,7x212,126x7,0.02983070001937449
34,SNR_8db,NMF,7,1,0.0,True,0.16886651919689366,7x212,126x7,0.026083899894729257
35,SNR_8db,NMF,7,1,0.0,True,0.16968820002385088,7x212,126x7,0.02706280001439154
36,SNR_8db,NMF,7,1,0.0,True,0.12243828194965466,7x212,126x7,0.027377000078558922
37,SNR_8db,NMF,7,1,0.0,True,0.16925848567608584,7x212,126x7,0.022832099813967943
38,SNR_8db,NMF,7,1,0.0,True,0.16815577779818833,7x212,126x7,0.025355299934744835
39,SNR_8db,NMF,7,1,0.0,True,0.166690589860544,7x212,126x7,0.04811059986241162
40,SNR_8db,NMF,7,1,0.0,True,0.16064210778336782,7x212,126x7,0.02540230005979538
41,SNR_8db,NMF,7,1,0.0,True,0.1629117340669964,7x212,126x7,0.023804000113159418
