comparación,distancia
N-AS,0.041531737439549965
N-MR,0.015311662453460162
N-MS,0.16065536842515427
N-MVP,0.03992524571116929
AS-MR,0.05684339989301013
AS-MS,0.20218710586470423
AS-MVP,0.0016064917283806768
MR-MS,0.1453437059716941
MR-MVP,0.05523690816462945
MS-MVP,0.20058061413632355
