distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-8-3,3,KNN,DeepONMF_H3,1,157,31,9,3,0.94,0.98125,0.775,0.9457831325301205,0.878125
10-8-3,3,KNN,DeepONMF_H3,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
10-8-3,3,KNN,DeepONMF_H3,3,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
10-8-3,3,KNN,DeepONMF_H3,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
10-8-3,3,KNN,DeepONMF_H3,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
10-8-3,3,KNN,DeepONMF_W,1,145,31,9,15,0.88,0.90625,0.775,0.9415584415584416,0.840625
10-8-3,3,KNN,DeepONMF_W,2,143,34,6,17,0.885,0.89375,0.85,0.959731543624161,0.871875
10-8-3,3,KNN,DeepONMF_W,3,145,35,5,15,0.9,0.90625,0.875,0.9666666666666667,0.890625
10-8-3,3,KNN,DeepONMF_W,4,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
10-8-3,3,KNN,DeepONMF_W,5,153,35,5,7,0.94,0.95625,0.875,0.9683544303797469,0.915625
10-8-3,3,SVM,DeepONMF_H3,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
10-8-3,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-8-3,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
10-8-3,3,SVM,DeepONMF_H3,4,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
10-8-3,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-8-3,3,SVM,DeepONMF_W,1,140,39,1,20,0.895,0.875,0.975,0.9929078014184397,0.925
10-8-3,3,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
10-8-3,3,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
10-8-3,3,SVM,DeepONMF_W,4,141,38,2,19,0.895,0.88125,0.95,0.986013986013986,0.9156249999999999
10-8-3,3,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
10-8-3,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-8-3,3,UjaNet,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
10-8-3,3,UjaNet,DeepONMF_H3,3,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
10-8-3,3,UjaNet,DeepONMF_H3,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-8-3,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-8-3,3,UjaNet,DeepONMF_W,1,152,39,1,8,0.955,0.95,0.975,0.9934640522875817,0.9624999999999999
10-8-3,3,UjaNet,DeepONMF_W,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-8-3,3,UjaNet,DeepONMF_W,3,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
10-8-3,3,UjaNet,DeepONMF_W,4,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
10-8-3,3,UjaNet,DeepONMF_W,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
