,N,AS,MR,MS,MVP
N,99.5,0.0,0.5,0.0,0.0
AS,0.0,96.5,1.5,0.0,2.0
MR,1.0,3.0,93.5,2.0,0.5
MS,0.5,1.0,0.0,94.5,4.0
MVP,1.0,1.0,3.0,2.0,93.0
