indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,16-15-7,3,0.25476127101027496,126x7,7x212,16,0.04582067574715868,0.3664533930232015,0.00957899999775691,15,0.16398494146379114,0.1344691495026086,0.006717399999615736,7,0.42753896154106613,0.11369932202581538,0.004712199995992705
1,N,New_N_002.wav,16-15-7,3,0.25970920646891915,126x7,7x212,16,0.04709670108779215,0.3925864305579614,0.008932400000048801,15,0.18026049479791775,0.18048416960655903,0.00460150000435533,7,0.49366276059927844,0.16215274770405533,0.0032052000024123117
2,N,New_N_003.wav,16-15-7,3,0.2727379982398278,126x7,7x212,16,0.05030478759964214,0.3890006840805228,0.008849700003338512,15,0.1535214512779476,0.18415602816948415,0.006466500002716202,7,0.46097155759020525,0.15260010788316355,0.004651299997931346
3,N,New_N_004.wav,16-15-7,3,0.2652966619370953,126x7,7x212,16,0.04835497664671261,0.373150694932677,0.00990789999923436,15,0.19198184768151955,0.15917041493697826,0.004614899997250177,7,0.4877220815810892,0.11303537926148693,0.0036069999987375923
4,N,New_N_005.wav,16-15-7,3,0.23958280069751955,126x7,7x212,16,0.04610841540831754,0.38027144276388847,0.00853859999915585,15,0.1441972232954546,0.16318725095283632,0.005232299998169765,7,0.4512832940386945,0.1340541390159614,0.0037894000051892363
5,N,New_N_006.wav,16-15-7,3,0.28600804901197585,126x7,7x212,16,0.04811424495303912,0.38638264022820873,0.009001899998111185,15,0.16611237198252152,0.18036089818418446,0.004815100000996608,7,0.4788772168077121,0.16790696502615088,0.0038763000047765672
6,N,New_N_007.wav,16-15-7,3,0.281673922158047,126x7,7x212,16,0.04716153224142841,0.3757640557365287,0.008513900000252761,15,0.1504044551173109,0.16483436440998447,0.004162400000495836,7,0.4424473076832243,0.15682543027592083,0.0029165000014472753
7,N,New_N_008.wav,16-15-7,3,0.26149546867913415,126x7,7x212,16,0.05105466208967194,0.3652138892843935,0.008988099994894583,15,0.1495614058765046,0.17585105871152007,0.004466400001547299,7,0.4631368386318536,0.15644861119661946,0.003124399998341687
8,N,New_N_009.wav,16-15-7,3,0.25689313946471504,126x7,7x212,16,0.04280859334864746,0.35771027904054176,0.0088984000030905,15,0.14886176146190672,0.17565942020196024,0.0049189999990630895,7,0.4175397505240604,0.1486853331166979,0.0030116999987512827
9,N,New_N_010.wav,16-15-7,3,0.2847577250248446,126x7,7x212,16,0.053390499715027434,0.3741503276587071,0.008787200000369921,15,0.1549561047702453,0.14665156927066686,0.0046407999980147,7,0.4133980073950145,0.1320894854776097,0.0029763999991700985
