,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,1,0,2,3
real_AS,1,21,2,14,2
real_MR,0,14,17,6,3
real_MS,9,9,0,18,4
real_MVP,15,7,3,2,13
