distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-6,2,KNN,DeepONMF_H2,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
13-6,2,KNN,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-6,2,KNN,DeepONMF_H2,3,156,31,9,4,0.935,0.975,0.775,0.9454545454545454,0.875
13-6,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
13-6,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
13-6,2,KNN,DeepONMF_W,1,150,31,9,10,0.905,0.9375,0.775,0.9433962264150944,0.85625
13-6,2,KNN,DeepONMF_W,2,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
13-6,2,KNN,DeepONMF_W,3,151,33,7,9,0.92,0.94375,0.825,0.9556962025316456,0.8843749999999999
13-6,2,KNN,DeepONMF_W,4,149,31,9,11,0.9,0.93125,0.775,0.9430379746835443,0.853125
13-6,2,KNN,DeepONMF_W,5,152,34,6,8,0.93,0.95,0.85,0.9620253164556962,0.8999999999999999
13-6,2,SVM,DeepONMF_H2,1,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
13-6,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-6,2,SVM,DeepONMF_H2,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
13-6,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
13-6,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
13-6,2,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
13-6,2,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
13-6,2,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-6,2,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
13-6,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-6,2,UjaNet,DeepONMF_H2,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
13-6,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-6,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
13-6,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-6,2,UjaNet,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
13-6,2,UjaNet,DeepONMF_W,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-6,2,UjaNet,DeepONMF_W,2,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
13-6,2,UjaNet,DeepONMF_W,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
13-6,2,UjaNet,DeepONMF_W,4,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
13-6,2,UjaNet,DeepONMF_W,5,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
