,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,3,1
real_AS,0,34,2,2,2
real_MR,1,0,32,6,1
real_MS,1,0,0,37,2
real_MVP,4,3,2,4,27
