,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,35,1,4,0
real_MR,0,3,31,4,2
real_MS,4,0,1,33,2
real_MVP,3,2,4,6,25
