distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
20-10,2,KNN,DeepONMF_H2,1,159,30,10,1,0.945,0.99375,0.75,0.9408284023668639,0.871875
20-10,2,KNN,DeepONMF_H2,2,158,32,8,2,0.95,0.9875,0.8,0.9518072289156626,0.89375
20-10,2,KNN,DeepONMF_H2,3,157,28,12,3,0.925,0.98125,0.7,0.9289940828402367,0.840625
20-10,2,KNN,DeepONMF_H2,4,155,32,8,5,0.935,0.96875,0.8,0.950920245398773,0.884375
20-10,2,KNN,DeepONMF_H2,5,159,28,12,1,0.935,0.99375,0.7,0.9298245614035088,0.846875
20-10,2,KNN,DeepONMF_W,1,145,28,12,15,0.865,0.90625,0.7,0.9235668789808917,0.803125
20-10,2,KNN,DeepONMF_W,2,138,30,10,22,0.84,0.8625,0.75,0.9324324324324325,0.80625
20-10,2,KNN,DeepONMF_W,3,144,29,11,16,0.865,0.9,0.725,0.9290322580645162,0.8125
20-10,2,KNN,DeepONMF_W,4,144,34,6,16,0.89,0.9,0.85,0.96,0.875
20-10,2,KNN,DeepONMF_W,5,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
20-10,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
20-10,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
20-10,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
20-10,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
20-10,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
20-10,2,SVM,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
20-10,2,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
20-10,2,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
20-10,2,SVM,DeepONMF_W,4,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
20-10,2,SVM,DeepONMF_W,5,143,35,5,17,0.89,0.89375,0.875,0.9662162162162162,0.884375
20-10,2,UjaNet,DeepONMF_H2,1,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
20-10,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
20-10,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
20-10,2,UjaNet,DeepONMF_H2,4,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
20-10,2,UjaNet,DeepONMF_H2,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
20-10,2,UjaNet,DeepONMF_W,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
20-10,2,UjaNet,DeepONMF_W,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
20-10,2,UjaNet,DeepONMF_W,3,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
20-10,2,UjaNet,DeepONMF_W,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
20-10,2,UjaNet,DeepONMF_W,5,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
