,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,2,1
real_AS,0,34,0,5,1
real_MR,3,11,23,2,1
real_MS,6,7,0,24,3
real_MVP,7,5,3,2,23
