,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,2,0,0,0
real_AS,0,35,0,4,1
real_MR,0,16,21,1,2
real_MS,4,7,2,25,2
real_MVP,7,3,0,6,24
