comparación,distancia
N-AS,0.32060033443927405
N-MR,0.2937812182110239
N-MS,0.18217891393804053
N-MVP,0.24755893219265546
AS-MR,0.6143815526502979
AS-MS,0.5027792483773146
AS-MVP,0.5681592666319295
MR-MS,0.11160230427298334
MR-MVP,0.04622228601836842
MS-MVP,0.06538001825461492
