,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,38,1,1,0
real_MR,2,4,33,1,0
real_MS,0,1,2,34,3
real_MVP,1,2,2,2,33
