,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,1,0,2,0
real_AS,0,35,1,3,1
real_MR,0,1,33,6,0
real_MS,1,2,0,37,0
real_MVP,2,2,1,2,33
