,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,33,1,6,0
real_MR,0,1,29,10,0
real_MS,2,2,1,35,0
real_MVP,2,3,3,4,28
