,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.5,0.0
AS,0.0,95.0,3.0,0.5,1.5
MR,1.5,1.5,94.0,2.0,1.0
MS,1.0,1.0,1.0,93.0,4.0
MVP,2.5,1.5,3.0,2.0,91.0
