,N,AS,MR,MS,MVP
N,98.0,0.0,1.0,0.0,1.0
AS,0.0,97.0,3.0,0.0,0.0
MR,1.5,2.5,92.0,1.5,2.5
MS,0.5,2.5,1.0,93.0,3.0
MVP,2.5,3.0,0.5,2.0,92.0
