,N,AS,MR,MS,MVP
N,93.5,0.0,0.5,4.0,2.0
AS,0.0,74.5,14.000000000000002,5.0,6.5
MR,0.5,11.0,79.0,7.000000000000001,2.5
MS,2.0,5.0,1.5,87.0,4.5
MVP,2.0,5.5,6.0,4.5,82.0
