,N,AS,MR,MS,MVP
N,99.5,0.0,0.5,0.0,0.0
AS,0.0,98.0,1.5,0.0,0.5
MR,2.0,1.0,94.0,1.5,1.5
MS,0.5,1.5,0.5,93.5,4.0
MVP,1.0,2.5,1.0,1.5,94.0
