,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,1,34,5,0,0
real_MR,0,5,34,0,1
real_MS,0,2,1,35,2
real_MVP,0,3,1,0,36
