,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,1,1,0
real_AS,0,34,1,4,1
real_MR,0,3,36,1,0
real_MS,0,3,1,34,2
real_MVP,2,6,2,2,28
