,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,1,0,1,4
real_AS,0,33,2,2,3
real_MR,1,7,28,3,1
real_MS,6,7,0,25,2
real_MVP,12,5,2,1,20
