distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-8,2,KNN,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
16-8,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-8,2,KNN,DeepONMF_H2,3,155,33,7,5,0.94,0.96875,0.825,0.9567901234567902,0.896875
16-8,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
16-8,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
16-8,2,KNN,DeepONMF_W,1,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
16-8,2,KNN,DeepONMF_W,2,143,35,5,17,0.89,0.89375,0.875,0.9662162162162162,0.884375
16-8,2,KNN,DeepONMF_W,3,138,35,5,22,0.865,0.8625,0.875,0.965034965034965,0.86875
16-8,2,KNN,DeepONMF_W,4,142,35,5,18,0.885,0.8875,0.875,0.9659863945578231,0.88125
16-8,2,KNN,DeepONMF_W,5,145,32,8,15,0.885,0.90625,0.8,0.9477124183006536,0.853125
16-8,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
16-8,2,SVM,DeepONMF_H2,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
16-8,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
16-8,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
16-8,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
16-8,2,SVM,DeepONMF_W,1,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
16-8,2,SVM,DeepONMF_W,2,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
16-8,2,SVM,DeepONMF_W,3,143,36,4,17,0.895,0.89375,0.9,0.9727891156462585,0.8968750000000001
16-8,2,SVM,DeepONMF_W,4,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
16-8,2,SVM,DeepONMF_W,5,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
16-8,2,UjaNet,DeepONMF_H2,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
16-8,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-8,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
16-8,2,UjaNet,DeepONMF_H2,4,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
16-8,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-8,2,UjaNet,DeepONMF_W,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-8,2,UjaNet,DeepONMF_W,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-8,2,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
16-8,2,UjaNet,DeepONMF_W,4,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
16-8,2,UjaNet,DeepONMF_W,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
