,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,1,4
real_AS,1,29,0,7,3
real_MR,3,12,20,5,0
real_MS,6,13,0,18,3
real_MVP,5,6,1,2,26
