,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,1,0,1,1
real_AS,0,40,0,0,0
real_MR,0,2,34,2,2
real_MS,1,3,0,33,3
real_MVP,2,3,2,1,32
