,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,31,0,6,0,3
real_AS,0,36,2,0,2
real_MR,0,0,37,0,3
real_MS,0,0,4,33,3
real_MVP,4,3,4,1,28
