distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
15-7,2,KNN,DeepONMF_H2,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
15-7,2,KNN,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
15-7,2,KNN,DeepONMF_H2,3,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
15-7,2,KNN,DeepONMF_H2,4,151,35,5,9,0.93,0.94375,0.875,0.967948717948718,0.909375
15-7,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
15-7,2,KNN,DeepONMF_W,1,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
15-7,2,KNN,DeepONMF_W,2,144,35,5,16,0.895,0.9,0.875,0.9664429530201343,0.8875
15-7,2,KNN,DeepONMF_W,3,150,31,9,10,0.905,0.9375,0.775,0.9433962264150944,0.85625
15-7,2,KNN,DeepONMF_W,4,141,32,8,19,0.865,0.88125,0.8,0.9463087248322147,0.840625
15-7,2,KNN,DeepONMF_W,5,148,32,8,12,0.9,0.925,0.8,0.9487179487179487,0.8625
15-7,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
15-7,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
15-7,2,SVM,DeepONMF_H2,3,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
15-7,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
15-7,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-7,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
15-7,2,SVM,DeepONMF_W,2,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
15-7,2,SVM,DeepONMF_W,3,150,36,4,10,0.93,0.9375,0.9,0.974025974025974,0.91875
15-7,2,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
15-7,2,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
15-7,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
15-7,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
15-7,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-7,2,UjaNet,DeepONMF_H2,4,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
15-7,2,UjaNet,DeepONMF_H2,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
15-7,2,UjaNet,DeepONMF_W,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
15-7,2,UjaNet,DeepONMF_W,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
15-7,2,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
15-7,2,UjaNet,DeepONMF_W,4,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
15-7,2,UjaNet,DeepONMF_W,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
