,N,AS,MR,MS,MVP
N,97.0,0.0,1.0,0.0,2.0
AS,0.5,95.0,2.5,0.0,2.0
MR,0.0,4.0,93.0,1.5,1.5
MS,0.0,2.5,1.5,93.0,3.0
MVP,1.5,3.5000000000000004,1.5,1.5,92.0
