distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
13-11-8-6-4,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.9412499999999999,0.8025188707383105,0.853125,200
13-11-8-6-4,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,157,757,43,43,0.914,0.7849999999999999,0.9462499999999998,0.8102311844062202,0.865625,200
13-11-8-6-4,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,160,760,40,40,0.9200000000000002,0.8,0.95,0.8178952093657976,0.875,200
13-11-8-6-4,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.7949999999999999,0.9487500000000001,0.8145792585967004,0.871875,200
13-11-8-6-4,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.9412499999999999,0.8144210648686352,0.853125,200
13-11-8-6-4,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.7009168251103735,0.796875,200
13-11-8-6-4,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,129,729,71,71,0.858,0.6449999999999999,0.9112499999999999,0.6790106012418597,0.778125,200
13-11-8-6-4,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.9149999999999998,0.682875816993464,0.7874999999999999,200
13-11-8-6-4,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,137,737,63,63,0.874,0.6849999999999999,0.92125,0.6902438234246013,0.803125,200
13-11-8-6-4,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.66,0.915,0.6812251017348468,0.7875,200
13-11-8-6-4,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.89,0.9725000000000001,0.8961907302345915,0.93125,200
13-11-8-6-4,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.89,0.9724999999999999,0.89050012318305,0.93125,200
13-11-8-6-4,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.8570909099626156,0.909375,200
13-11-8-6-4,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9018341307814992,0.9375,200
13-11-8-6-4,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737499999999999,0.9005013216388322,0.934375,200
13-11-8-6-4,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,157,757,43,43,0.914,0.7849999999999999,0.94625,0.7972893772893773,0.865625,200
13-11-8-6-4,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,154,754,46,46,0.9080000000000001,0.7699999999999999,0.9425000000000001,0.774855556558635,0.85625,200
13-11-8-6-4,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,146,746,54,54,0.892,0.73,0.9324999999999999,0.7393840541583359,0.83125,200
13-11-8-6-4,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7470908363345338,0.840625,200
13-11-8-6-4,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7503476493460587,0.84375,200
13-11-8-6-4,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887500000000001,0.9558657532058135,0.971875,200
13-11-8-6-4,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9246115288220551,0.953125,200
13-11-8-6-4,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.9762500000000001,0.9087543311231009,0.940625,200
13-11-8-6-4,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9262728736412947,0.953125,200
13-11-8-6-4,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,190,790,10,10,0.9799999999999999,0.95,0.9875,0.9509914779968816,0.96875,200
13-11-8-6-4,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8700000000000001,0.9674999999999999,0.87329338207387,0.91875,200
13-11-8-6-4,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.8938003095975231,0.93125,200
13-11-8-6-4,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.9612499999999999,0.850235017626322,0.903125,200
13-11-8-6-4,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.902269046742731,0.9375,200
13-11-8-6-4,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8267546168924749,0.890625,200
