,N,AS,MR,MS,MVP
N,80.0,0.0,14.499999999999998,0.5,5.0
AS,0.0,54.0,28.000000000000004,0.0,18.0
MR,0.5,2.0,84.0,0.5,13.0
MS,1.0,2.0,22.5,59.0,15.5
MVP,7.000000000000001,5.5,10.0,1.5,76.0
