,N,AS,MR,MS,MVP
N,97.5,0.0,1.0,0.0,1.5
AS,0.0,96.0,2.0,0.0,2.0
MR,3.0,4.0,89.5,2.5,1.0
MS,0.5,1.0,0.5,93.0,5.0
MVP,5.5,6.0,1.0,2.0,85.5
