,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,96.5,3.0,0.0,0.5
MR,1.0,3.0,93.5,1.5,1.0
MS,0.0,1.0,2.0,92.5,4.5
MVP,2.0,2.5,2.0,1.5,92.0
