indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,11-8,2,0.12768729183797267,126x8,8x212,11,0.058814440338976696,0.35835554458388713,0.008659400002215989,8,0.1526654103648049,0.18748183595757403,0.003320499999972526
1,N,New_N_002.wav,11-8,2,0.13492241898476276,126x8,8x212,11,0.05511656083763018,0.346471296916373,0.008525500001269393,8,0.22084083523619027,0.18860866447754265,0.003215600001567509
2,N,New_N_003.wav,11-8,2,0.153467076668663,126x8,8x212,11,0.05935102610342407,0.35054626202344685,0.009074599998712074,8,0.2289434394464198,0.16939145461291502,0.004266899995855056
3,N,New_N_004.wav,11-8,2,0.14278193707566236,126x8,8x212,11,0.06601719828271911,0.3324752521831376,0.009682199997769203,8,0.23392698910830476,0.18000114815236262,0.0033433999997214414
4,N,New_N_005.wav,11-8,2,0.16629214932728165,126x8,8x212,11,0.06169464118017836,0.30814983356718795,0.011335600000165869,8,0.27984927803420767,0.17019101228036979,0.0033614999993005767
5,N,New_N_006.wav,11-8,2,0.14768957368219654,126x8,8x212,11,0.06353993454290605,0.3515717586203414,0.011056000003009103,8,0.24461942404945602,0.13749496178984796,0.0031983000008040108
6,N,New_N_007.wav,11-8,2,0.13703137774112334,126x8,8x212,11,0.06331330490873248,0.36274054306107983,0.008484300000418443,8,0.2441065237325816,0.1764741422511197,0.0029451000009430572
7,N,New_N_008.wav,11-8,2,0.12024328964831041,126x8,8x212,11,0.06011235917900362,0.34019569103219977,0.011332199996104464,8,0.22072077085641634,0.18139101491945034,0.004231699997035321
8,N,New_N_009.wav,11-8,2,0.13447707845938098,126x8,8x212,11,0.06076280029797602,0.35138320152979463,0.00813180000113789,8,0.18717494653134367,0.1397793490470518,0.004340500003308989
9,N,New_N_010.wav,11-8,2,0.13671209922935346,126x8,8x212,11,0.06325413130090514,0.376222309010807,0.00813190000189934,8,0.18683841751045385,0.19384309908099898,0.0034233999977004714
10,N,New_N_011.wav,11-8,2,0.1263365638916417,126x8,8x212,11,0.06831983698377797,0.35303366679903087,0.007597800002258737,8,0.17822594066154157,0.18612674949972913,0.0025686000008136034
11,N,New_N_012.wav,11-8,2,0.12198780807436746,126x8,8x212,11,0.06608833328891214,0.3519361405685227,0.008249699996667914,8,0.23239250678008835,0.23677582316732065,0.002609299997857306
12,N,New_N_013.wav,11-8,2,0.1182010604641405,126x8,8x212,11,0.06601371809382209,0.389854854408281,0.00781759999517817,8,0.1535830811505391,0.19429152607486225,0.003129899996565655
13,N,New_N_014.wav,11-8,2,0.13639148948785335,126x8,8x212,11,0.05957737174232417,0.3466540775617082,0.007517900005041156,8,0.24751059636958428,0.1919496137596775,0.0027849000034620985
14,N,New_N_015.wav,11-8,2,0.13441569278531576,126x8,8x212,11,0.070316638872552,0.3268080544046778,0.007785399997374043,8,0.16408717782077173,0.16915065284381878,0.0027570000020205043
15,N,New_N_016.wav,11-8,2,0.13792572399807668,126x8,8x212,11,0.06396005539633712,0.3757105845774752,0.007535099997767247,8,0.23801826007279658,0.24744296345163605,0.0027208000028622337
16,N,New_N_017.wav,11-8,2,0.13147653205604848,126x8,8x212,11,0.08225357284467658,0.348322968244872,0.007374399996479042,8,0.13439332168928636,0.1854723920292842,0.003263799997512251
17,N,New_N_018.wav,11-8,2,0.14429395131486175,126x8,8x212,11,0.06738526707053623,0.38512417481120537,0.007525400003942195,8,0.21148373770207649,0.2145027708720109,0.0028194000042276457
18,N,New_N_019.wav,11-8,2,0.14762648472916073,126x8,8x212,11,0.06439386694543338,0.3564627776670594,0.007554400006483775,8,0.2803765682463786,0.2336792974627086,0.002541099995141849
19,N,New_N_020.wav,11-8,2,0.1378490307845316,126x8,8x212,11,0.06178842961445957,0.32635641211071353,0.007997400003660005,8,0.21448539687899582,0.1816517494747703,0.0026207999981124885
20,N,New_N_021.wav,11-8,2,0.1274386861504012,126x8,8x212,11,0.06242106248592255,0.3547124656725772,0.007452799996826798,8,0.16156740507431902,0.13323402281985233,0.003133299993351102
21,N,New_N_022.wav,11-8,2,0.14351841482427946,126x8,8x212,11,0.06322774090595526,0.35933161054430085,0.007673200001590885,8,0.18935266860332672,0.21869946767594486,0.002547799995227251
22,N,New_N_023.wav,11-8,2,0.13276759139433053,126x8,8x212,11,0.062301849498823406,0.31089213537150434,0.007690499995078426,8,0.2134996743891388,0.18353767983466054,0.0034784000017680228
23,N,New_N_024.wav,11-8,2,0.12874418171543509,126x8,8x212,11,0.06172879987769537,0.3825625534807788,0.00748879999446217,8,0.20291436984131905,0.17525841618370297,0.0032006000037654303
24,N,New_N_025.wav,11-8,2,0.13670939365685292,126x8,8x212,11,0.06424289720971303,0.3825609327884257,0.007112399995094165,8,0.18632513578933044,0.22513360503597038,0.0024934000030043535
25,N,New_N_026.wav,11-8,2,0.13259508426290878,126x8,8x212,11,0.06575571165967344,0.33907941836538347,0.00756099999853177,8,0.20649866724685764,0.2213918919714322,0.003893900000548456
26,N,New_N_027.wav,11-8,2,0.14144654517230035,126x8,8x212,11,0.05815405888341491,0.37864215124679385,0.007733999998890795,8,0.25454210784539505,0.1991961305231619,0.0028641000026254915
27,N,New_N_028.wav,11-8,2,0.1261873991591916,126x8,8x212,11,0.0552123172997884,0.32592956959672265,0.007188899995526299,8,0.18593052822082107,0.18996240029426056,0.0025334000019938685
28,N,New_N_029.wav,11-8,2,0.16800890977654395,126x8,8x212,11,0.06419599096334232,0.3019869505324787,0.007287100001121871,8,0.23695763446278081,0.15606665425684033,0.003096100001130253
