,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,0.0,96.0,2.5,0.5,1.0
MR,1.0,2.5,94.0,1.5,1.0
MS,0.0,0.5,2.5,94.0,3.0
MVP,1.5,3.0,0.5,2.0,93.0
