indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,14-9-6-4,4,0.35417983351970145,4x212,0.0461834000016097,14,0.0535656243125963,0.34836581187597687,9,0.19945415124244992,0.11446877795467536,6,0.3676670649169686,0.08535656639003988,4,0.4648453485488311,0.09344529531857719
1,14-9-6-4,4,0.34746831872422196,4x212,0.04076899998472072,14,0.053023177366931615,0.4502479674245606,9,0.23197187236434538,0.23823259706462124,6,0.38377522007583126,0.22770273486996845,4,0.3933554015978675,0.2158752785696366
2,14-9-6-4,4,0.3503890464654428,4x212,0.054583200020715594,14,0.053604784375801885,0.3838207425355239,9,0.20545434057519177,0.2027234173433684,6,0.2703679901610187,0.17635439703965136,4,0.4146950557812559,0.1375830900549919
3,14-9-6-4,4,0.4228089544760812,4x212,0.0424570000031963,14,0.057978049636739054,0.3663927509494035,9,0.1843333474397574,0.15054148216646446,6,0.3640220350622115,0.14000356431697203,4,0.38290341824055996,0.1302941599195708
4,14-9-6-4,4,0.378898028909406,4x212,0.036022799991769716,14,0.056848279394518454,0.3707482290246424,9,0.27649761685510593,0.19764711083237013,6,0.38907953228097514,0.17955911247452433,4,0.40694834183396633,0.20380441652779635
5,14-9-6-4,4,0.37599756055540023,4x212,0.041227699985029176,14,0.058135707978809535,0.36619316221706977,9,0.2249188047687757,0.196121536999365,6,0.38820031666326826,0.1615269505633646,4,0.4664513370063685,0.21896916406143632
6,14-9-6-4,4,0.32490428683240263,4x212,0.04635499999858439,14,0.05788258414194648,0.3878556089444909,9,0.2664654613397663,0.22479163548159434,6,0.3628758056604876,0.19984304157601715,4,0.43581145413872285,0.2095009502611309
7,14-9-6-4,4,0.35788404245306926,4x212,0.04489220000687055,14,0.05719212988109611,0.3461708779985423,9,0.20493292738338395,0.19706978106757644,6,0.3425156404217082,0.16603754898607598,4,0.44647972621512655,0.19508472140973843
8,14-9-6-4,4,0.38858108530708424,4x212,0.036982999998144805,14,0.04877172884403574,0.35404304779970114,9,0.23697120335961658,0.21570048218356785,6,0.33231166839339094,0.20020110530089352,4,0.4773340249111431,0.16412181088076014
9,14-9-6-4,4,0.3750041711025706,4x212,0.05564139998750761,14,0.05452708308996657,0.3300242911442504,9,0.23427279083718755,0.18718072739655056,6,0.3763979291767147,0.18119909530808032,4,0.4722991514832837,0.16915633116577375
10,14-9-6-4,4,0.37726369585110153,4x212,0.05496619999757968,14,0.05478226021099912,0.3977868924009394,9,0.19702531183938243,0.23432463150569294,6,0.3395490612718998,0.2361577626971199,4,0.4482891304571524,0.1452159763986753
11,14-9-6-4,4,0.3428100342433576,4x212,0.04416339998715557,14,0.0625522405516028,0.3618422304428556,9,0.23880842969280283,0.22537334171403678,6,0.4305405518992229,0.12637923350744004,4,0.4858700561559075,0.14684581493222484
12,14-9-6-4,4,0.41532397305115953,4x212,0.04584779997821897,14,0.05269887437465451,0.3353642579411433,9,0.23162916925720303,0.14252640585044246,6,0.3492722868681709,0.1310737135089455,4,0.366412983123358,0.1470794434986943
