indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,20-12-6,3,0.25962637235873304,126x6,6x212,20,0.0394202946089659,0.3434590120535217,0.015844099994865246,12,0.2268709468885999,0.15797830717427622,0.0060028000007150695,6,0.4542611878011847,0.15475216794774654,0.0042751000000862405
1,N,New_N_002.wav,20-12-6,3,0.2675205226372143,126x6,6x212,20,0.04388184051280943,0.3718621768072039,0.014937100000679493,12,0.2479413721004864,0.18660493608490156,0.0038996000002953224,6,0.5061339036173237,0.16640402353651418,0.0028771000070264563
2,N,New_N_003.wav,20-12-6,3,0.2756385643978597,126x6,6x212,20,0.03744012538454681,0.39055318454321786,0.014639900000474881,12,0.23534160938592805,0.19791321868112063,0.004904599998553749,6,0.46890261002529104,0.1824025573921725,0.002958999997645151
3,N,New_N_004.wav,20-12-6,3,0.27657415929610696,126x6,6x212,20,0.042038778330182866,0.35797285063484685,0.012510900000052061,12,0.27494574351024065,0.12851358094698012,0.003939900001569185,6,0.4830770431301559,0.10332846612707264,0.0032909999936237
4,N,New_N_005.wav,20-12-6,3,0.2800095369093192,126x6,6x212,20,0.04363972922075228,0.3890085726540993,0.015733599997474812,12,0.27099353116975083,0.15060284377406044,0.005979800000204705,6,0.5222709470252364,0.13774267003223323,0.003352600004291162
5,N,New_N_006.wav,20-12-6,3,0.26498109655110064,126x6,6x212,20,0.041512895373680275,0.3695341520210253,0.014987000002292916,12,0.27422173756641355,0.1948051223953522,0.0038662000006297603,6,0.49903537050823754,0.17816610291629717,0.003281799996329937
6,N,New_N_007.wav,20-12-6,3,0.29441624017780094,126x6,6x212,20,0.040042588727074495,0.3787006820269906,0.014489200002572034,12,0.2694059564256792,0.16154199818152043,0.003553200003807433,6,0.4863063451845366,0.15428098870359472,0.002663100000063423
7,N,New_N_008.wav,20-12-6,3,0.2641055540968009,126x6,6x212,20,0.04299372129141322,0.3715303560669369,0.013117599999532104,12,0.23441297447199433,0.1871548977693349,0.0035218000048189424,6,0.44048947743799494,0.17365780552920435,0.002504600000975188
8,N,New_N_009.wav,20-12-6,3,0.28659936135667263,126x6,6x212,20,0.04008778739186863,0.40833402329694796,0.012927900002978276,12,0.24161890689193918,0.1651044498223683,0.0041408000033698045,6,0.4807577987437632,0.14296375033874384,0.002483700001903344
9,N,New_N_010.wav,20-12-6,3,0.244820403542392,126x6,6x212,20,0.04051797365051288,0.39452056646189715,0.013973399996757507,12,0.23607900184956077,0.20219782469973502,0.003495400000247173,6,0.4917804377164659,0.16158203528679627,0.0025307000032626092
10,N,New_N_011.wav,20-12-6,3,0.2543938144691335,126x6,6x212,20,0.04210212850378206,0.3926440806076088,0.01200799999787705,12,0.2637893609161644,0.15027745791922664,0.0033791999958339147,6,0.462319078423595,0.12258602793662458,0.0027936000042245723
11,N,New_N_012.wav,20-12-6,3,0.30700625448664637,126x6,6x212,20,0.04536748715628089,0.3905180752565429,0.0117584000036004,12,0.27575817937912217,0.17643717601952327,0.0035539000018616207,6,0.5456586869799638,0.1938549772677759,0.002473100001225248
12,N,New_N_013.wav,20-12-6,3,0.3024099365446418,126x6,6x212,20,0.047481531230729165,0.37300604867088644,0.012285600001632702,12,0.2835835365065898,0.201486637089467,0.0035609999977168627,6,0.5010277970119561,0.15401451655617795,0.002426800005196128
13,N,New_N_014.wav,20-12-6,3,0.251994014939096,126x6,6x212,20,0.03875523311923351,0.33331042054521876,0.011186099996848498,12,0.243269625985816,0.17894443759257656,0.003671099999337457,6,0.4560968458699635,0.15994620376060462,0.002405999999609776
14,N,New_N_015.wav,20-12-6,3,0.24460198121362772,126x6,6x212,20,0.04448740354065201,0.39373839792051507,0.014011699997354299,12,0.23608066628449015,0.1840008571065126,0.0034910000031231903,6,0.4527019625657351,0.13754059887825004,0.0027075000034528784
15,N,New_N_016.wav,20-12-6,3,0.29443634841076133,126x6,6x212,20,0.04183753253468983,0.3650076095394496,0.013365899998461828,12,0.2801018796177507,0.1890837695320114,0.003439300002355594,6,0.496308724422215,0.17990260069645708,0.002690700006496627
16,N,New_N_017.wav,20-12-6,3,0.28485709111119023,126x6,6x212,20,0.0401910611720375,0.3674469552184008,0.013815100006468128,12,0.24354001714025522,0.18875560997165086,0.0034418999930494465,6,0.4652861197717497,0.15696652284716633,0.002504700001736637
17,N,New_N_018.wav,20-12-6,3,0.23633164003922513,126x6,6x212,20,0.0445499500859767,0.4106710890524512,0.01282849999552127,12,0.2692849326132955,0.19194305380804816,0.003872699999192264,6,0.4827272077924685,0.19927099973649948,0.0024220999985118397
18,N,New_N_019.wav,20-12-6,3,0.26272216314967345,126x6,6x212,20,0.044521314557315214,0.38598382391909714,0.013380199998209719,12,0.28526891363974827,0.19321288860485653,0.0032873000018298626,6,0.47424543364087585,0.17878283730799271,0.0024158000014722347
19,N,New_N_020.wav,20-12-6,3,0.2973636360338183,126x6,6x212,20,0.0411331109972975,0.3878263649021797,0.012262700001883786,12,0.2502304629326548,0.17973090341222886,0.004583399997500237,6,0.4526600181026523,0.16670680329039964,0.0027017999964300543
20,N,New_N_021.wav,20-12-6,3,0.297932595724646,126x6,6x212,20,0.03968041062586927,0.35250814974725697,0.012681699998211116,12,0.24464982094656731,0.1537005079098366,0.0040069999959087,6,0.51133174603776,0.10086179039126328,0.0027923000016016886
21,N,New_N_022.wav,20-12-6,3,0.31931990309493663,126x6,6x212,20,0.04734639839699121,0.4256137814496445,0.014244699996197596,12,0.2146755145552848,0.13705648664723055,0.0034663999977055937,6,0.512048803394453,0.13358255088205565,0.0025361000007251278
22,N,New_N_023.wav,20-12-6,3,0.27006067790164034,126x6,6x212,20,0.04449631629804392,0.3978681248596175,0.013951799999631476,12,0.22787104587541585,0.22306935221118865,0.0033462999999755993,6,0.4417188224867854,0.17138416031473394,0.0027689999988069758
23,N,New_N_024.wav,20-12-6,3,0.28845600728265236,126x6,6x212,20,0.04332636032703836,0.37735084425966575,0.011939000003621913,12,0.25668139390226585,0.16590664704076782,0.003841899997496512,6,0.45190008812558063,0.14100929306399523,0.002587100003438536
24,N,New_N_025.wav,20-12-6,3,0.25053547269430526,126x6,6x212,20,0.04690329236848266,0.3644052348831463,0.013603499995952006,12,0.23091463557005637,0.2274836886958346,0.003586300001188647,6,0.4220869697390158,0.198436865603889,0.0024690000063856132
25,N,New_N_026.wav,20-12-6,3,0.31141289436132036,126x6,6x212,20,0.045942324046901975,0.3425770903226286,0.013329400004295167,12,0.2401095323252339,0.13951579026932637,0.003340399998705834,6,0.5114685842157302,0.10542256888090536,0.002580899999884423
26,N,New_N_027.wav,20-12-6,3,0.27048900841848433,126x6,6x212,20,0.04088602960540215,0.40519307669941723,0.012077799998223782,12,0.2814234536155522,0.2020554122796197,0.0035969999953522347,6,0.5308010031489373,0.1770771258365863,0.0025433000046177767
27,N,New_N_028.wav,20-12-6,3,0.2712112152695691,126x6,6x212,20,0.03861779856903191,0.41941478240330654,0.01127509999787435,12,0.2787300503212716,0.19182005997002266,0.0035960000022896565,6,0.532160739578958,0.184248657265562,0.0024829999965731986
28,N,New_N_029.wav,20-12-6,3,0.2691129576083853,126x6,6x212,20,0.045123495266432896,0.3925067670831869,0.012574899999890476,12,0.2616978758327427,0.1992638964814911,0.003378300003532786,6,0.4918395195932954,0.17137786382493533,0.002458499999193009
29,N,New_N_030.wav,20-12-6,3,0.2633389728882285,126x6,6x212,20,0.042712987966004604,0.3910748397533911,0.013871899995137937,12,0.2792510758737872,0.16575898638012615,0.0035429999988991767,6,0.49100728440304736,0.14300445785835966,0.002435300004435703
30,N,New_N_031.wav,20-12-6,3,0.2997299837149411,126x6,6x212,20,0.04640911805327694,0.40000460166646734,0.014140799998131115,12,0.23508801262139442,0.15686438438283185,0.004339600003731903,6,0.5118807707612212,0.1497636050014692,0.0028638000003411435
31,N,New_N_032.wav,20-12-6,3,0.27813028566085035,126x6,6x212,20,0.04605826505747656,0.37120850985405807,0.014081600005738437,12,0.27171369979244836,0.1999039790649278,0.003870900000038091,6,0.48974362346387196,0.19716810523334616,0.002792599996610079
32,N,New_N_033.wav,20-12-6,3,0.31705438926235374,126x6,6x212,20,0.043374048385593944,0.3939694544314991,0.015249399999447633,12,0.21043328872287642,0.16254369930288468,0.0037850999942747876,6,0.4778696831740678,0.15868973249177873,0.0025214999986928888
33,N,New_N_034.wav,20-12-6,3,0.3025115875666435,126x6,6x212,20,0.046311196465152416,0.3826113869232633,0.012456000004021917,12,0.2595242083609705,0.18073265466598712,0.003424399998039007,6,0.4575280490398312,0.13699850752564882,0.0024733000027481467
34,N,New_N_035.wav,20-12-6,3,0.28220770497283143,126x6,6x212,20,0.04242916882569064,0.3684118075453129,0.013997000001836568,12,0.284726043791536,0.17469557171524805,0.004055299999890849,6,0.5179557739843311,0.17133244240760695,0.0023905999987618998
35,N,New_N_036.wav,20-12-6,3,0.2706228680871223,126x6,6x212,20,0.04766234010929097,0.39050223568628617,0.012638299995160196,12,0.2245182768777588,0.16792520544958076,0.0033602999974391423,6,0.5206008161875739,0.1368593768845594,0.0024396000007982366
36,N,New_N_037.wav,20-12-6,3,0.22657188767544628,126x6,6x212,20,0.027739475538725272,0.40876691879182686,0.01289409999299096,12,0.23939306338357413,0.18463041252885293,0.004394499999762047,6,0.5097714857863122,0.14227010784491037,0.0031234999987646006
37,N,New_N_038.wav,20-12-6,3,0.2785675849820584,126x6,6x212,20,0.035141544652385656,0.42694098154094423,0.013279200000397395,12,0.15089796353795693,0.14549104859528428,0.0036939999990863726,6,0.4135322894959342,0.07846593699686316,0.0032740000024205074
38,N,New_N_039.wav,20-12-6,3,0.2715410858354676,126x6,6x212,20,0.031001699086377753,0.442400139173237,0.012925899995025247,12,0.1844233729542987,0.18207094649139033,0.0034241999965161085,6,0.4363820758762314,0.17731284586319104,0.0024711000005481765
39,N,New_N_040.wav,20-12-6,3,0.3008875389950634,126x6,6x212,20,0.02987013183985655,0.38986871366661424,0.013312499999301508,12,0.1730661476213653,0.1293457747126,0.003278200005297549,6,0.4804569309235492,0.09037413715113027,0.002400800003670156
40,N,New_N_041.wav,20-12-6,3,0.25748332395952117,126x6,6x212,20,0.031150201462136814,0.3732396401159712,0.01257400000031339,12,0.19811835141577594,0.19455494248172803,0.003398699998797383,6,0.509471452243899,0.1438289442494107,0.002656699994986411
41,N,New_N_042.wav,20-12-6,3,0.2542896571093553,126x6,6x212,20,0.032794165190170345,0.40703180623887664,0.014960300002712756,12,0.18108980849536113,0.17087196178634015,0.00328359999548411,6,0.49639414315478275,0.17980360054464112,0.0024080000002868474
42,N,New_N_043.wav,20-12-6,3,0.28511468697625686,126x6,6x212,20,0.029494810273221702,0.44308351323551054,0.011704299999109935,12,0.19350278275916685,0.14033637262643756,0.003383600000233855,6,0.4829064067698244,0.1070541314980433,0.00245349999750033
43,N,New_N_044.wav,20-12-6,3,0.29678366690838753,126x6,6x212,20,0.03327885158628929,0.45593885817396224,0.014282999996794388,12,0.23527217864995728,0.14492400025043653,0.0043484999987413175,6,0.5087800721872822,0.10747407764676994,0.002768300000752788
44,N,New_N_045.wav,20-12-6,3,0.2666884688025717,126x6,6x212,20,0.03052346493762515,0.44289119072801536,0.01446830000350019,12,0.23669024259085633,0.1786119769499544,0.00424370000109775,6,0.5086339774623904,0.1233587622434462,0.0028067999955965206
45,N,New_N_046.wav,20-12-6,3,0.2682671930870988,126x6,6x212,20,0.030176969298087882,0.4237465493708679,0.013405600002442952,12,0.1878243770442254,0.18180576232376458,0.0037478000012924895,6,0.45537028462390594,0.14237273736677944,0.0027738999997382052
46,N,New_N_047.wav,20-12-6,3,0.25005367389908895,126x6,6x212,20,0.03457933692487732,0.42113761456783744,0.014634699997259304,12,0.23591807034640017,0.1820381639195174,0.0037162000007811002,6,0.5132067677549783,0.14277633491059108,0.0031310000049415976
47,N,New_N_048.wav,20-12-6,3,0.3287229015487834,126x6,6x212,20,0.03140822285877597,0.39146973022309595,0.013044500003161374,12,0.15788258030779848,0.11692110984294576,0.00404069999785861,6,0.430615101764111,0.09088235141587744,0.002805099997203797
48,N,New_N_049.wav,20-12-6,3,0.31294424779837343,126x6,6x212,20,0.03172007070687393,0.4530132117804636,0.014579900001990609,12,0.2330963569745519,0.1323019823050384,0.004393600000184961,6,0.5377768203563728,0.10162975624493358,0.002730100000917446
49,N,New_N_050.wav,20-12-6,3,0.23598953713171392,126x6,6x212,20,0.03382491990362071,0.46180815301349004,0.01491159999568481,12,0.2329653256626513,0.18348569677889554,0.0037860000011278316,6,0.4903718706581408,0.11472559667379917,0.0030552999960491434
50,N,New_N_051.wav,20-12-6,3,0.2689073537413204,126x6,6x212,20,0.03508643913148684,0.4285615290676049,0.013443699994240887,12,0.23216741566396473,0.1252641656616378,0.003829999994195532,6,0.49526965709084697,0.09608217174656349,0.0027842999988934025
51,N,New_N_052.wav,20-12-6,3,0.2753708266480673,126x6,6x212,20,0.03278065888406768,0.38041103639095225,0.014540500000293832,12,0.19192934626529062,0.156271588217628,0.003798900004767347,6,0.48897805682369055,0.11107698644292283,0.0028326999963610433
52,N,New_N_053.wav,20-12-6,3,0.24915339130435296,126x6,6x212,20,0.0340081807171675,0.40977340333373213,0.012781199999153614,12,0.213978429227125,0.19673558859026452,0.0037684999988414347,6,0.42087819164818163,0.1627220315391049,0.003008899999258574
53,N,New_N_054.wav,20-12-6,3,0.299035374043734,126x6,6x212,20,0.02719792896128229,0.42594869949926256,0.014955799997551367,12,0.2077912181764446,0.20329201622942333,0.003772699994442519,6,0.4329851850304823,0.18299841319210838,0.0028159000066807494
54,N,New_N_055.wav,20-12-6,3,0.2392240656569864,126x6,6x212,20,0.029507065593638537,0.44376214839276057,0.013685099998838268,12,0.21759698683411488,0.21722912321208723,0.003955699998186901,6,0.4141528093335531,0.16993415646956905,0.0027875000014319085
