distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
18-9,2,KNN,DeepONMF_H2,1,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
18-9,2,KNN,DeepONMF_H2,2,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
18-9,2,KNN,DeepONMF_H2,3,156,29,11,4,0.925,0.975,0.725,0.9341317365269461,0.85
18-9,2,KNN,DeepONMF_H2,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
18-9,2,KNN,DeepONMF_H2,5,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
18-9,2,KNN,DeepONMF_W,1,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
18-9,2,KNN,DeepONMF_W,2,139,33,7,21,0.86,0.86875,0.825,0.952054794520548,0.846875
18-9,2,KNN,DeepONMF_W,3,144,33,7,16,0.885,0.9,0.825,0.9536423841059603,0.8625
18-9,2,KNN,DeepONMF_W,4,142,34,6,18,0.88,0.8875,0.85,0.9594594594594594,0.8687499999999999
18-9,2,KNN,DeepONMF_W,5,141,31,9,19,0.86,0.88125,0.775,0.94,0.828125
18-9,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
18-9,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
18-9,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
18-9,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
18-9,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
18-9,2,SVM,DeepONMF_W,1,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
18-9,2,SVM,DeepONMF_W,2,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
18-9,2,SVM,DeepONMF_W,3,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
18-9,2,SVM,DeepONMF_W,4,153,38,2,7,0.955,0.95625,0.95,0.9870967741935484,0.953125
18-9,2,SVM,DeepONMF_W,5,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
18-9,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
18-9,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
18-9,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
18-9,2,UjaNet,DeepONMF_H2,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
18-9,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
18-9,2,UjaNet,DeepONMF_W,1,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
18-9,2,UjaNet,DeepONMF_W,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
18-9,2,UjaNet,DeepONMF_W,3,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
18-9,2,UjaNet,DeepONMF_W,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
18-9,2,UjaNet,DeepONMF_W,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
