,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,38,1,1,0
real_MR,3,0,35,0,2
real_MS,0,1,3,36,0
real_MVP,2,2,1,0,35
