clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,39,154,6,1,0.965,0.975,0.9625,0.8666666666666667,0.96875,40
AS,38,157,3,2,0.975,0.95,0.98125,0.926829268292683,0.965625,40
MR,33,155,5,7,0.94,0.825,0.96875,0.868421052631579,0.896875,40
MS,39,149,11,1,0.94,0.975,0.93125,0.78,0.953125,40
MVP,24,158,2,16,0.91,0.6,0.9875,0.9230769230769231,0.79375,40
PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662499999999999,0.8729987821335705,0.915625,200
