indice_interno,clase,archivo,error_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
28,N,New_N_029.wav,0.27810013705855624,9,0.07288408661432194,0.2275775492548068,0.02167170005850494,8,0.19588271733392665,0.07717792442910358,0.009128000121563673,7,0.3012863409846065,0.05374899390494255,0.008660599822178483
29,N,New_N_030.wav,0.25247704004129656,9,0.06772285432789749,0.2266761150597503,0.021016200073063374,8,0.18527271587231733,0.07814770399961236,0.008417299948632717,7,0.12897259912638456,0.08821061561929441,0.009311500005424023
30,N,New_N_031.wav,0.23230038350999566,9,0.06582888927926811,0.2237002151273546,0.02275709994137287,8,0.12276412956041215,0.12650095742141185,0.008113499963656068,7,0.20174426908422693,0.08923088257723404,0.010205000173300505
31,N,New_N_032.wav,0.2132255329095509,9,0.0664892815554915,0.23631094407335,0.02142410003580153,8,0.10989897867057578,0.13834749338796906,0.009842399973422289,7,0.2282741860964225,0.10216025591231499,0.008797799935564399
32,N,New_N_033.wav,0.2040481482431977,9,0.07783402745552818,0.20483358335912485,0.02098240004852414,8,0.13284690503461977,0.10486291045803017,0.008650199975818396,7,0.21701763324483733,0.10156111036778602,0.009247299982234836
33,N,New_N_034.wav,0.24087808121834434,9,0.06981951926837308,0.17865238032430553,0.020361100090667605,8,0.10285236934224302,0.1036080921231857,0.008994200034067035,7,0.3306211200846341,0.09942178834056868,0.00882249977439642
34,N,New_N_035.wav,0.2985576215543409,9,0.0619629179891964,0.1698697919273314,0.0211949001532048,8,0.23941179313632846,0.09308095924741507,0.00992530002258718,7,0.34081087690094003,0.0672311856924262,0.009378300048410892
35,N,New_N_036.wav,0.23410103540641122,9,0.0664198163630965,0.22809869655766438,0.021433999994769692,8,0.12181739937551896,0.11741412656677196,0.00829499983228743,7,0.25843643660576476,0.07232254397706812,0.00991060002706945
36,N,New_N_037.wav,0.19012619263271108,9,0.05640836459289789,0.20263092408131878,0.0206969000864774,8,0.07490553655736397,0.07174759087728314,0.009035499999299645,7,0.09117275954337867,0.03055353418600462,0.008718299912288785
37,N,New_N_038.wav,0.25111652289990083,9,0.06285904065605097,0.185331242624303,0.022471300093457103,8,0.09948907629915854,0.08979861252705078,0.010353100020438433,7,0.37956004636908347,0.02658254777910297,0.00856079999357462
38,N,New_N_039.wav,0.21781563332368947,9,0.0519761568518246,0.19316636993751693,0.02125349990092218,8,0.13726264043181718,0.06966852781233916,0.008191899862140417,7,0.20023938303731914,0.07469327227701791,0.009600900113582611
39,N,New_N_040.wav,0.23137347645529796,9,0.05716241287318296,0.16795950853041144,0.021068100119009614,8,0.1014741455759839,0.060678735453379665,0.009295800002291799,7,0.23321332676382928,0.047504648683263755,0.008498499868437648
40,N,New_N_041.wav,0.19260698601421622,9,0.049389015964745875,0.32466614799096166,0.020870499778538942,8,0.11268940548622515,0.10030136217691991,0.008192300098016858,7,0.08976607559789722,0.05334216430259303,0.01051479997113347
41,N,New_N_042.wav,0.20314452471426492,9,0.060448656298888376,0.21932632683080977,0.02100479998625815,8,0.11246926534655884,0.09364349541163335,0.008872900158166885,7,0.15608379504788905,0.06533574904584587,0.009870600188151002
42,N,New_N_043.wav,0.2745348500773764,9,0.04802882876329945,0.299419410822711,0.021009699907153845,8,0.13594957490035758,0.11373408152786792,0.019203900126740336,7,0.31241868132193157,0.04618384721358325,0.01747690001502633
43,N,New_N_044.wav,0.3003389587159293,9,0.058203848818464354,0.25439243757058994,0.02257110015489161,8,0.09403487109196447,0.05290064392163728,0.00997280003502965,7,0.1829167530774225,0.02692242305209909,0.00903469999320805
44,N,New_N_045.wav,0.21260702289154862,9,0.0487173695849143,0.29339334681179874,0.031680400017648935,8,0.10982275260470963,0.11597246476676933,0.012078800005838275,7,0.21015654830183642,0.08254413573735214,0.013221200089901686
45,N,New_N_046.wav,0.23147798443709414,9,0.053917212627483044,0.17111250357865126,0.02544960007071495,8,0.11226869811893,0.09014216666651552,0.008913099998608232,7,0.29743356198182747,0.06810848727500589,0.009676100220531225
46,N,New_N_047.wav,0.1965324190600021,9,0.05595846472619647,0.1627764198369149,0.021725500002503395,8,0.1947857320965248,0.11327805814886859,0.008687500143423676,7,0.2500373860170479,0.10602381358535191,0.012496500043198466
47,N,New_N_048.wav,0.2037984457576559,9,0.051797762538146976,0.24441473778362394,0.020793400006368756,8,0.10681886073255002,0.12537727446318714,0.009791800053790212,7,0.23367008880002835,0.08068223092156317,0.008558700093999505
48,N,New_N_049.wav,0.24061433508110314,9,0.0625854371345117,0.26543513670180313,0.020918000023812056,8,0.15449846074792514,0.07752569061504085,0.008144699968397617,7,0.3601329909698208,0.03552169264931275,0.009621599921956658
49,N,New_N_050.wav,0.22202239470811455,9,0.058238730968330016,0.2884911302483386,0.021601000102236867,8,0.16898928181001202,0.0948235281926514,0.008511400083079934,7,0.2148523551238798,0.09122032111676212,0.010335899889469147
50,N,New_N_051.wav,0.24065463205676593,9,0.06453402262476728,0.27843868541232236,0.020997999934479594,8,0.15102894713612958,0.08903473142894111,0.008731800131499767,7,0.3229718235886556,0.0526505635439787,0.008845199830830097
51,N,New_N_052.wav,0.2960804040955192,9,0.060938764718412905,0.18250543056958654,0.02189789991825819,8,0.2459571488809351,0.03679162077468351,0.008348899893462658,7,0.2835381306163196,0.036125976090894095,0.009735699975863099
52,N,New_N_053.wav,0.26682083564086195,9,0.06108919525928087,0.23479029082848069,0.02071480010636151,8,0.14942393499386777,0.07533603877816944,0.008893400197848678,7,0.27509107716396625,0.0406329643524456,0.008930600015446544
53,N,New_N_054.wav,0.23136808557017072,9,0.050889946494680156,0.26713712913804066,0.020842100027948618,8,0.12408189807122069,0.06960205623875365,0.009097300004214048,7,0.1902561473882969,0.028652688989094958,0.009981899987906218
54,N,New_N_055.wav,0.1863463742425377,9,0.05488553789399964,0.27537386242414086,0.02232640003785491,8,0.10214992579519738,0.15078458697589342,0.008497799979522824,7,0.08448742251073592,0.1037207317001775,0.009383900091052055
55,N,New_N_056.wav,0.26440715608699783,9,0.05897884695082496,0.3473215225640336,0.021025000140070915,8,0.09493941484613572,0.14651816449162247,0.009271000046283007,7,0.26460204258095366,0.05255431446215545,0.00868690013885498
56,N,New_N_057.wav,0.19996688883058675,9,0.05797393137447744,0.276036208861046,0.020346400095149875,8,0.09317013364710475,0.06884378974318277,0.009479599772021174,7,0.13434287298390973,0.045706856519162536,0.00932680000551045
57,N,New_N_058.wav,0.25105869466697656,9,0.05122121331425258,0.29874591007077994,0.021436299895867705,8,0.16752011310318352,0.11724870073231498,0.009866399923339486,7,0.2766785113212449,0.07781403442581913,0.009486900176852942
58,N,New_N_059.wav,0.296623723338759,9,0.06330010609573743,0.24896387054848595,0.02018540003336966,8,0.11160401096157677,0.037542124381020274,0.01096659991890192,7,0.26500343833008083,0.05263803502160772,0.009354500100016594
