distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
12-10-8-6-5,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.695,0.9237500000000001,0.7589399744572158,0.809375,200
12-10-8-6-5,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.795,0.9487499999999999,0.8202769458942984,0.871875,200
12-10-8-6-5,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,146,746,54,54,0.892,0.7299999999999999,0.9324999999999999,0.761592252463389,0.83125,200
12-10-8-6-5,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8142188868042526,0.88125,200
12-10-8-6-5,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,149,749,51,51,0.8979999999999999,0.7450000000000001,0.93625,0.8102031600963748,0.840625,200
12-10-8-6-5,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.9137500000000001,0.6776269084708982,0.784375,200
12-10-8-6-5,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,117,717,83,83,0.834,0.585,0.89625,0.6284615384615384,0.740625,200
12-10-8-6-5,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.62,0.9049999999999999,0.6387188283414699,0.7625,200
12-10-8-6-5,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.9099999999999999,0.6444979103705518,0.7749999999999999,200
12-10-8-6-5,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6000000000000001,0.9,0.63640057817999,0.7499999999999999,200
12-10-8-6-5,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.914936326033887,0.94375,200
12-10-8-6-5,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8754719562243501,0.921875,200
12-10-8-6-5,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8817171717171718,0.925,200
12-10-8-6-5,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,177,777,23,23,0.9540000000000001,0.885,0.9712500000000001,0.8850505288265385,0.928125,200
12-10-8-6-5,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9012849497204023,0.9375,200
12-10-8-6-5,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,152,752,48,48,0.9039999999999999,0.76,0.9400000000000001,0.7809606743923357,0.85,200
12-10-8-6-5,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7615239511706027,0.84375,200
12-10-8-6-5,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,141,741,59,59,0.882,0.7050000000000001,0.9262499999999999,0.7032830940988836,0.815625,200
12-10-8-6-5,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.8899999999999999,0.725,0.93125,0.7222641017003675,0.828125,200
12-10-8-6-5,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.9362499999999999,0.775218782249742,0.840625,200
12-10-8-6-5,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9604303848206287,0.975,200
12-10-8-6-5,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9090878458212627,0.940625,200
12-10-8-6-5,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9268491072470534,0.953125,200
12-10-8-6-5,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,189,789,11,11,0.9780000000000001,0.945,0.9862500000000001,0.9461197717011671,0.965625,200
12-10-8-6-5,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.96496336996337,0.978125,200
12-10-8-6-5,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.8584423179160021,0.909375,200
12-10-8-6-5,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9027102993837728,0.9375,200
12-10-8-6-5,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.832420842835403,0.890625,200
12-10-8-6-5,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8801867752197857,0.921875,200
12-10-8-6-5,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.862853192559075,0.909375,200
