,N,AS,MR,MS,MVP
N,93.0,0.0,0.0,3.5000000000000004,3.5000000000000004
AS,0.0,86.0,4.0,7.000000000000001,3.0
MR,0.5,6.5,81.5,9.0,2.5
MS,3.5000000000000004,3.0,0.5,82.0,11.0
MVP,6.0,6.0,5.0,7.000000000000001,76.0
