,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.5,97.0,2.5,0.0,0.0
MR,3.0,2.5,91.0,1.5,2.0
MS,0.0,1.5,0.5,94.0,4.0
MVP,4.5,4.0,1.5,2.0,88.0
