epoca,loss_train,loss_val
1,1.5976521592391164,1.5256798267364502
2,1.4459270238876343,1.2330173254013062
3,1.2240224762966758,1.1064270734786987
4,1.1764991722608868,1.054938793182373
5,1.0993249510463916,1.0247981548309326
6,1.077967726870587,1.0349887609481812
7,1.0425999807684045,0.9579604268074036
8,0.981163573892493,1.0026241540908813
9,0.9097102221689726,0.8951639533042908
10,0.8663623411404459,0.9237735867500305
11,0.8491498098561638,0.889132559299469
12,0.8080941132808986,0.8886659145355225
13,0.7716793057165647,0.7763574123382568
14,0.7446402640719163,0.785438597202301
15,0.7198439812973926,0.7413812875747681
16,0.6758022096596266,0.730712354183197
17,0.7033894814943012,0.7203740477561951
18,0.6145387546796548,0.7092934250831604
19,0.5724823553311197,0.640428364276886
20,0.551074563672668,0.5988332629203796
21,0.5071824898845271,0.6658689379692078
22,0.48475794611792816,0.6139764189720154
23,0.4932502547377034,0.5856879949569702
24,0.4685220902687625,0.7719478011131287
25,0.5404237732291222,0.6456553936004639
26,0.4254890378368528,0.5818150043487549
27,0.435103797598889,0.5686182379722595
28,0.36691198498010635,0.5798593759536743
29,0.3934594839811325,0.5292403101921082
30,0.3451385664704599,0.605312705039978
