distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-8,2,KNN,DeepONMF_H2,1,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
13-8,2,KNN,DeepONMF_H2,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
13-8,2,KNN,DeepONMF_H2,3,154,28,12,6,0.91,0.9625,0.7,0.927710843373494,0.83125
13-8,2,KNN,DeepONMF_H2,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
13-8,2,KNN,DeepONMF_H2,5,160,31,9,0,0.955,1.0,0.775,0.9467455621301775,0.8875
13-8,2,KNN,DeepONMF_W,1,148,31,9,12,0.895,0.925,0.775,0.9426751592356688,0.8500000000000001
13-8,2,KNN,DeepONMF_W,2,140,35,5,20,0.875,0.875,0.875,0.9655172413793104,0.875
13-8,2,KNN,DeepONMF_W,3,144,31,9,16,0.875,0.9,0.775,0.9411764705882353,0.8375
13-8,2,KNN,DeepONMF_W,4,146,31,9,14,0.885,0.9125,0.775,0.9419354838709677,0.84375
13-8,2,KNN,DeepONMF_W,5,145,35,5,15,0.9,0.90625,0.875,0.9666666666666667,0.890625
13-8,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
13-8,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
13-8,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
13-8,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
13-8,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
13-8,2,SVM,DeepONMF_W,1,149,39,1,11,0.94,0.93125,0.975,0.9933333333333333,0.953125
13-8,2,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
13-8,2,SVM,DeepONMF_W,3,149,36,4,11,0.925,0.93125,0.9,0.9738562091503268,0.915625
13-8,2,SVM,DeepONMF_W,4,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-8,2,SVM,DeepONMF_W,5,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
13-8,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
13-8,2,UjaNet,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
13-8,2,UjaNet,DeepONMF_H2,3,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-8,2,UjaNet,DeepONMF_H2,4,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
13-8,2,UjaNet,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-8,2,UjaNet,DeepONMF_W,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-8,2,UjaNet,DeepONMF_W,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
13-8,2,UjaNet,DeepONMF_W,3,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
13-8,2,UjaNet,DeepONMF_W,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-8,2,UjaNet,DeepONMF_W,5,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
