distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
17-10,2,KNN,DeepONMF_H2,1,155,33,7,5,0.94,0.96875,0.825,0.9567901234567902,0.896875
17-10,2,KNN,DeepONMF_H2,2,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
17-10,2,KNN,DeepONMF_H2,3,155,33,7,5,0.94,0.96875,0.825,0.9567901234567902,0.896875
17-10,2,KNN,DeepONMF_H2,4,153,35,5,7,0.94,0.95625,0.875,0.9683544303797469,0.915625
17-10,2,KNN,DeepONMF_H2,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
17-10,2,KNN,DeepONMF_W,1,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
17-10,2,KNN,DeepONMF_W,2,144,26,14,16,0.85,0.9,0.65,0.9113924050632911,0.775
17-10,2,KNN,DeepONMF_W,3,140,29,11,20,0.845,0.875,0.725,0.9271523178807947,0.8
17-10,2,KNN,DeepONMF_W,4,145,24,16,15,0.845,0.90625,0.6,0.9006211180124224,0.753125
17-10,2,KNN,DeepONMF_W,5,146,30,10,14,0.88,0.9125,0.75,0.9358974358974359,0.83125
17-10,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
17-10,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
17-10,2,SVM,DeepONMF_H2,3,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
17-10,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
17-10,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
17-10,2,SVM,DeepONMF_W,1,149,39,1,11,0.94,0.93125,0.975,0.9933333333333333,0.953125
17-10,2,SVM,DeepONMF_W,2,142,36,4,18,0.89,0.8875,0.9,0.9726027397260274,0.89375
17-10,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
17-10,2,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
17-10,2,SVM,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
17-10,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
17-10,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
17-10,2,UjaNet,DeepONMF_H2,3,160,40,0,0,1.0,1.0,1.0,1.0,1.0
17-10,2,UjaNet,DeepONMF_H2,4,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
17-10,2,UjaNet,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
17-10,2,UjaNet,DeepONMF_W,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
17-10,2,UjaNet,DeepONMF_W,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
17-10,2,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
17-10,2,UjaNet,DeepONMF_W,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
17-10,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
