distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
14-11-8-6-5,5,KNN,DeepONMF_H5,0.908,0.0063245553203368,0.77,0.015811388300841826,0.9425000000000001,0.0039528470752104765,0.8025432166460146,0.01827598076768128,0.85625,0.009882117688026229
14-11-8-6-5,5,KNN,DeepONMF_W,0.8524,0.01614930339054904,0.631,0.04037325847637272,0.9077500000000001,0.010093314619093172,0.6568232451502886,0.039278861713763026,0.769375,0.025233286547732905
14-11-8-6-5,5,SVM,DeepONMF_H5,0.9503999999999999,0.007536577472566737,0.876,0.01884144368141679,0.969,0.00471036092035429,0.8797408378736927,0.022313884248274133,0.9225,0.011775902300885516
14-11-8-6-5,5,SVM,DeepONMF_W,0.8936,0.007924645102463605,0.734,0.01981161275615893,0.9335000000000001,0.004952903189039746,0.7439733355484819,0.026006147118934692,0.83375,0.012382257972599401
14-11-8-6-5,5,UjaNet,DeepONMF_H5,0.968,0.00836660026534073,0.9199999999999999,0.020916500663351885,0.9800000000000001,0.005229125165838007,0.9232542478325294,0.017655514255847993,0.95,0.013072812914594929
14-11-8-6-5,5,UjaNet,DeepONMF_W,0.9359999999999999,0.013266499161421603,0.8400000000000001,0.03316624790355399,0.96,0.008291561975888501,0.846860418180678,0.0335286816363155,0.9,0.020728904939721265
