,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,1,0,1,2
real_AS,0,37,0,1,2
real_MR,0,5,32,2,1
real_MS,0,6,2,31,1
real_MVP,3,3,3,2,29
