epoca,loss_train,loss_val
1,1.5717699559111344,1.1427816152572632
2,1.0150986909866333,0.5658619999885559
3,0.6917941178146162,0.3117355406284332
4,0.4874278273629515,0.28282636404037476
5,0.36725827953533124,0.2139686793088913
6,0.3148225078751382,0.1899304986000061
7,0.24033489695897228,0.16905105113983154
8,0.167386894138824,0.16504459083080292
9,0.15665704839078612,0.17514151334762573
10,0.15724070576068602,0.1357898861169815
11,0.10982801339674839,0.14070214331150055
12,0.07317449609859307,0.17445822060108185
13,0.08164266002131626,0.13215962052345276
14,0.07392876738633372,0.12934325635433197
15,0.06742888288940058,0.15447990596294403
16,0.05052894630659323,0.1697671115398407
17,0.025896551852240105,0.14636310935020447
18,0.03423164151593626,0.15129372477531433
19,0.05290851824304953,0.19177383184432983
20,0.044324342885949206,0.16296802461147308
21,0.04535348715504178,0.15622979402542114
22,0.042080538449992766,0.15235701203346252
23,0.039284915079885026,0.1334678828716278
24,0.06447591117235238,0.12125685811042786
25,0.04320829160803298,0.13511008024215698
26,0.03125356611608846,0.14402960240840912
27,0.02843022698404016,0.1749599128961563
28,0.03301528275505318,0.1474526822566986
29,0.027283836715038267,0.09159956872463226
30,0.021866849585493536,0.11400268226861954
