indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,32-13-5-2,4,0.3710301488013172,2x212,0.0450483000022359,32,0.0307723040854506,0.4181943841527304,13,0.3122798690275613,0.2149786664675437,5,0.5979459908632595,0.2336059444470889,2,0.6445039725702707,0.2556938331024137
1,32-13-5-2,4,0.4628902146050826,2x212,0.0359966999967582,32,0.0290752100255384,0.4030080965383689,13,0.3105086567017939,0.1574716291427977,5,0.5960588205951645,0.234879295337982,2,0.5950232780165037,0.2311625984396693
2,32-13-5-2,4,0.3613579377698942,2x212,0.0378866999817546,32,0.0300078759966242,0.4160119092721339,13,0.3424524474699531,0.1910610835183706,5,0.5833247931979082,0.1774388123994582,2,0.6822024440766028,0.2689416078533707
3,32-13-5-2,4,0.3892394431479622,2x212,0.0323953999904915,32,0.0331958223551672,0.4163060375271343,13,0.3380071501964969,0.1899221341424362,5,0.5497620624914697,0.1660175478836395,2,0.6672682253537491,0.222376071570275
4,32-13-5-2,4,0.4543170056388146,2x212,0.0313877000007778,32,0.0293049569707453,0.4000801408184878,13,0.3069470474655258,0.1672813014960925,5,0.5783713780149565,0.168513687220829,2,0.6828278066861174,0.2412844315962573
5,32-13-5-2,4,0.509304368135172,2x212,0.0300879999995231,32,0.0349137744849545,0.4315806324508683,13,0.3342437397049559,0.1473144261045674,5,0.628681511528485,0.1558598935391368,2,0.6853529056242452,0.1788405866283747
6,32-13-5-2,4,0.4282367927728395,2x212,0.0292309999931603,32,0.0349697164716462,0.4163728889833498,13,0.3309672383995361,0.1884535095519931,5,0.5805799709333495,0.1819791934488077,2,0.6646414794397771,0.228160069055447
7,32-13-5-2,4,0.4739620621241081,2x212,0.0300426999747287,32,0.035594863218921,0.4140648892822867,13,0.3195484802261822,0.142511774958564,5,0.5979051535710085,0.1094737972801321,2,0.7054313765988353,0.1651371014374428
8,32-13-5-2,4,0.4910831585708523,2x212,0.0316323000006377,32,0.0310849357372804,0.4109223039692219,13,0.3360922724094921,0.1571018110796097,5,0.6322539544895395,0.1593132969880503,2,0.6634967907377035,0.184023993790593
9,32-13-5-2,4,0.4667063698024039,2x212,0.0310181000095326,32,0.0320536167185668,0.4049912764553477,13,0.317030701319719,0.1324385767146385,5,0.6089169984595736,0.133228939216624,2,0.6668723242530465,0.1466825664917861
