distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-12,2,KNN,DeepONMF_H2,1,157,31,9,3,0.94,0.98125,0.775,0.9457831325301205,0.878125
16-12,2,KNN,DeepONMF_H2,2,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
16-12,2,KNN,DeepONMF_H2,3,155,26,14,5,0.905,0.96875,0.65,0.9171597633136095,0.809375
16-12,2,KNN,DeepONMF_H2,4,154,33,7,6,0.935,0.9625,0.825,0.9565217391304348,0.89375
16-12,2,KNN,DeepONMF_H2,5,159,30,10,1,0.945,0.99375,0.75,0.9408284023668639,0.871875
16-12,2,KNN,DeepONMF_W,1,142,35,5,18,0.885,0.8875,0.875,0.9659863945578231,0.88125
16-12,2,KNN,DeepONMF_W,2,137,33,7,23,0.85,0.85625,0.825,0.9513888888888888,0.840625
16-12,2,KNN,DeepONMF_W,3,140,33,7,20,0.865,0.875,0.825,0.9523809523809523,0.85
16-12,2,KNN,DeepONMF_W,4,135,35,5,25,0.85,0.84375,0.875,0.9642857142857143,0.859375
16-12,2,KNN,DeepONMF_W,5,135,34,6,25,0.845,0.84375,0.85,0.9574468085106383,0.846875
16-12,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-12,2,SVM,DeepONMF_H2,2,156,40,0,4,0.98,0.975,1.0,1.0,0.9875
16-12,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
16-12,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
16-12,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
16-12,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
16-12,2,SVM,DeepONMF_W,2,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
16-12,2,SVM,DeepONMF_W,3,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
16-12,2,SVM,DeepONMF_W,4,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
16-12,2,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
16-12,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-12,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
16-12,2,UjaNet,DeepONMF_H2,3,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
16-12,2,UjaNet,DeepONMF_H2,4,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
16-12,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-12,2,UjaNet,DeepONMF_W,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-12,2,UjaNet,DeepONMF_W,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
16-12,2,UjaNet,DeepONMF_W,3,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
16-12,2,UjaNet,DeepONMF_W,4,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-12,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
