,N,AS,MR,MS,MVP
N,99.5,0.0,0.5,0.0,0.0
AS,0.0,97.0,2.5,0.0,0.5
MR,1.0,1.0,96.0,1.5,0.5
MS,0.5,1.0,2.5,93.5,2.5
MVP,2.5,3.5000000000000004,1.5,2.5,90.0
